[Header]
Application Name	LabSolutions
Version	5.73
Data File Name	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\CHA VERDE 2.lcd
Output Date	27/02/2025
Output Time	04:44:56

[File Information]
Type	Data File
Generated	27/02/2025 03:54:28
Generated by	System Administrator
Modified	27/02/2025 04:44:55
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	27/02/2025 03:54:53
Sample Type	0:Unknown
Level	0
Sample Name	CHA VERDE 2
Sample ID	CHA VERDE 2
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	24
Injection Volume	10

[Original Files]
Data File	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\CHA VERDE 2.lcd
Method File	C:\Users\Public\MÉTODOS\MÉTODOS HPLC AUTOMÁTICO\RICARDO BORGES\RMBorges\sciffee\experimental 1 - pool.lcm
Batch File	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\BATCH_RM_MIX POOL_26.02.2025.lcb
Report Format File	C:\LabSolutions\System\Default.lsr

[File Description]


[Configuration]
Instrument Name	HPLC analítico (automático)
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	1

[Peak Table(PDA-Ch1)]
# of Peaks	86
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
17	7,753	7,573	7,925	180006	11147	16,149	0,000	 V 			4,030	2826	53,081	0,000	1,913	1,177	0	0	0,000	0,000
18	8,134	7,925	8,299	446295	33174	13,453	0,000	 V 			4,278	7043	21,298	0,000	0,786	1,061	0	0	0,000	0,000
19	8,494	8,299	8,789	3674112	315685	11,639	0,000	 V 			4,511	11839	12,670	0,000	1,028	1,055	0	0	0,000	0,000
20	8,910	8,789	9,301	505906	28628	17,672	0,000	 V 			4,781	3647	41,135	0,000	0,921	1,060	0	0	0,000	0,000
21	9,522	9,301	9,813	1475968	135114	10,924	0,000	 V 			5,178	18815	7,972	0,000	1,411	1,083	0	0	0,000	0,000
22	10,000	9,813	10,165	421455	30203	13,954	0,000	 V 			5,489	9496	15,797	0,000	1,391	1,060	0	0	0,000	0,000
23	10,291	10,165	10,613	338686	17809	19,018	0,000	 V 			5,677	5006	29,962	0,000	0,586	1,034	0	0	0,000	0,000
24	10,645	10,613	10,773	85052	9257	9,188	0,000	 V 			5,907	13	11119,637	0,000	0,058	1,040	0	0	0,000	0,000
25	11,120	10,773	11,435	1765231	138014	12,790	0,000	 V 			6,215	19470	7,704	0,000	0,080	1,052	0	0	0,000	0,000
26	11,645	11,435	11,829	340451	19492	17,467	0,000	 V 			6,556	5774	25,977	0,000	1,127	1,055	0	0	0,000	0,000
27	12,064	11,829	12,565	17081210	1420556	12,024	0,000	 V 			6,828	22000	6,818	1,425	0,893	1,041	0	0	0,000	0,000
28	12,745	12,565	12,917	892449	79842	11,178	0,000	 V 			7,270	27233	5,508	0,000	2,147	1,065	0	0	0,000	0,000
29	13,065	12,917	15,755	18041537	885727	20,369	0,000	SV 			7,477	11377	13,184	3,157	0,801	1,029	0	0	0,000	0,000
30	13,814	13,707	13,984	163584	21156	7,732	0,000	T  			7,963	58931	2,545	1,208	2,087	1,065	0	0	0,000	0,000
31	14,356	14,208	14,741	141588	11835	11,964	0,000	T  			8,315	44448	3,375	1,832	2,170	1,044	0	0	0,000	0,000
32	15,116	14,763	15,307	395160	36099	10,947	0,000	T  			8,808	43431	3,454	0,000	2,701	1,059	0	0	0,000	0,000
33	15,407	15,307	15,744	93635	6902	13,567	0,000	TV 			8,997	20839	7,198	0,000	0,812	1,021	0	0	0,000	0,000
34	16,050	15,755	16,779	4500172	392940	11,453	0,000	SV 			9,414	48749	3,077	1,291	1,791	1,046	0	0	0,000	0,000
35	16,712	16,597	16,779	3542	579	6,119	0,000	T  			9,843	166515	0,901	0,818	2,914	1,046	0	0	0,000	0,000
36	16,976	16,779	17,195	505598	39106	12,929	0,000	 V 			10,014	39713	3,777	0,000	1,045	1,017	0	0	0,000	0,000
37	17,380	17,195	17,739	422370	20343	20,762	0,000	 V 			10,277	16812	8,922	0,000	0,924	1,026	0	0	0,000	0,000
38	17,899	17,739	18,133	260742	16360	15,937	0,000	 V 			10,614	24601	6,097	0,000	1,046	1,033	0	0	0,000	0,000
39	18,293	18,133	18,443	155998	9313	16,751	0,000	 V 			10,870	4047	37,062	0,000	0,490	1,024	0	0	0,000	0,000
40	18,788	18,443	19,040	1869442	128440	14,555	0,000	 V 			11,191	40411	3,712	0,000	0,649	1,030	0	0	0,000	0,000
41	19,126	19,040	19,285	172792	12961	13,332	0,000	 V 			11,410	3925	38,213	0,000	0,423	1,020	0	0	0,000	0,000
42	19,379	19,285	19,509	137612	10454	13,164	0,000	 V 			11,574	332	451,573	0,000	0,092	1,014	0	0	0,000	0,000
43	19,651	19,509	19,755	186889	15059	12,411	0,000	 V 			11,750	13296	11,281	0,000	0,110	1,015	0	0	0,000	0,000
44	19,851	19,755	20,192	237878	13744	17,307	0,000	 V 			11,880	9542	15,719	0,000	0,268	1,011	0	0	0,000	0,000
45	20,392	20,192	20,533	301620	23126	13,042	0,000	 V 			12,231	42482	3,531	0,000	0,895	1,030	0	0	0,000	0,000
46	20,660	20,533	21,088	365689	19988	18,296	0,000	 V 			12,405	29922	5,013	0,000	0,612	1,014	0	0	0,000	0,000
47	21,346	21,088	21,419	606677	57778	10,500	0,000	 V 			12,850	22758	6,591	0,000	1,315	1,036	0	0	0,000	0,000
48	21,590	21,419	21,909	2882353	243196	11,852	0,000	 V 			13,009	71420	2,100	0,000	0,549	1,012	0	0	0,000	0,000
49	22,106	21,909	22,272	260288	18347	14,187	0,000	 V 			13,343	44185	3,395	0,000	1,386	1,026	0	0	0,000	0,000
50	22,337	22,272	22,528	120247	9293	12,940	0,000	 V 			13,493	3262	45,989	0,000	0,233	1,011	0	0	0,000	0,000
51	22,690	22,528	22,923	173118	10346	16,732	0,000	 V 			13,722	28298	5,301	0,000	0,336	1,017	0	0	0,000	0,000
52	23,102	22,923	23,189	143017	11841	12,078	0,000	 V 			13,990	13128	11,426	0,000	0,612	1,019	0	0	0,000	0,000
53	23,379	23,189	23,488	305217	21606	14,126	0,000	 V 			14,169	20694	7,249	0,000	0,379	1,013	0	0	0,000	0,000
54	23,577	23,488	23,840	266350	19991	13,323	0,000	 V 			14,298	19022	7,886	0,000	0,298	1,009	0	0	0,000	0,000
55	24,092	23,840	24,544	1419176	103158	13,757	0,000	 V 			14,632	71908	2,086	0,000	0,986	1,023	0	0	0,000	0,000
56	24,680	24,544	24,811	45186	3114	14,512	0,000	 V 			15,013	7894	19,002	0,000	0,800	1,026	0	0	0,000	0,000
57	24,913	24,811	24,992	28978	2794	10,371	0,000	 V 			15,165	4881	30,733	0,000	0,184	1,010	0	0	0,000	0,000
58	25,162	24,992	25,376	82379	5301	15,540	0,000	 V 			15,326	45673	3,284	0,000	0,262	1,011	0	0	0,000	0,000
59	25,514	25,376	25,632	38523	2921	13,188	0,000	 V 			15,555	19463	7,707	0,000	0,586	1,015	0	0	0,000	0,000
60	25,742	25,632	25,920	39034	2489	15,686	0,000	 V 			15,702	4639	32,332	0,000	0,203	1,009	0	0	0,000	0,000
61	26,127	25,920	26,389	55837	2495	22,379	0,000	 V 			15,952	11684	12,838	0,000	0,311	1,016	0	0	0,000	0,000
62	26,690	26,389	26,805	46014	2324	19,802	0,000	 V 			16,318	11102	13,511	0,000	0,569	1,023	0	0	0,000	0,000
63	26,899	26,805	27,051	26820	2197	12,208	0,000	 V 			16,453	11852	12,656	0,000	0,208	1,008	0	0	0,000	0,000
64	27,276	27,051	27,435	25349	1341	18,901	0,000	 V 			16,698	2460	60,968	0,000	0,237	1,015	0	0	0,000	0,000
65	27,608	27,435	27,787	46825	4130	11,339	0,000	 V 			16,914	126932	1,182	0,000	0,265	1,013	0	0	0,000	0,000
66	27,853	27,787	28,021	11606	1145	10,133	0,000	 V 			17,072	18252	8,218	0,000	0,430	1,009	0	0	0,000	0,000
67	28,160	28,021	28,245	6662	561	11,867	0,000	 V 			17,271	11614	12,916	0,000	0,329	1,012	0	0	0,000	0,000
68	28,439	28,245	28,512	15944	1292	12,344	0,000	 V 			17,452	11337	13,231	0,000	0,264	1,010	0	0	0,000	0,000
69	28,943	28,512	29,045	81195	3289	24,684	0,000	 V 			17,780	5001	29,994	0,000	0,373	1,019	0	0	0,000	0,000
70	29,297	29,045	29,685	395557	27529	14,369	0,000	 V 			18,009	98549	1,522	0,000	0,352	1,013	0	0	0,000	0,000
71	30,606	29,685	30,912	324718	13629	23,826	0,000	 V 			18,858	45058	3,329	0,000	2,755	1,047	0	0	0,000	0,000
72	31,061	30,912	31,243	26266	1724	15,233	0,000	 V 			19,154	49744	3,015	0,000	0,803	1,016	0	0	0,000	0,000
73	31,440	31,243	31,627	25069	1624	15,433	0,000	 V 			19,400	63181	2,374	0,000	0,716	1,013	0	0	0,000	0,000
74	31,822	31,627	32,107	28160	2381	11,826	0,000	 V 			19,648	155847	0,962	0,000	0,929	1,013	0	0	0,000	0,000
75	32,448	32,320	32,576	1992	230	8,643	0,000	   			20,054	311593	0,481	0,990	2,256	1,021	0	0	0,000	0,000
76	33,959	32,821	34,037	148724	6957	21,377	0,000	   			21,034	233315	0,643	0,000	5,882	1,049	0	0	0,000	0,000
77	35,052	34,037	35,403	1276081	116112	10,990	0,000	 V 			21,743	587757	0,255	0,000	4,711	1,034	0	0	0,000	0,000
78	35,473	35,403	35,541	148327	21657	6,849	0,000	 V 			22,016	176978	0,848	0,000	1,617	1,013	0	0	0,000	0,000
79	35,576	35,541	35,723	133721	15937	8,391	0,000	 V 			22,083	41164	3,644	0,000	0,199	1,003	0	0	0,000	0,000
80	35,834	35,723	35,968	145956	11544	12,644	0,000	 V 			22,251	39357	3,811	0,000	0,363	1,008	0	0	0,000	0,000
81	36,023	35,968	36,085	54753	7982	6,860	0,000	 V 			22,373	473	317,105	0,000	0,051	1,005	0	0	0,000	0,000
82	36,320	36,085	36,480	173514	8749	19,833	0,000	 V 			22,566	12334	12,162	0,000	0,075	1,009	0	0	0,000	0,000
83	36,769	36,480	36,907	110974	4364	25,432	0,000	 V 			22,857	0	0,000	0,000	0,000	1,013	0	0	0,000	0,000
84	37,033	36,907	37,141	38033	3453	11,014	0,000	 V 			23,029	91628	1,637	0,000	0,000	1,007	0	0	0,000	0,000
85	37,216	37,141	37,376	12997	1504	8,641	0,000	 V 			23,148	4175	35,930	0,000	0,131	1,005	0	0	0,000	0,000
86	38,905	38,645	39,968	1046852	37123	28,200	0,000	   			24,243	347914	0,431	2,918	1,315	1,047	0	0	0,000	0,000

[Compound Results(PDA)]
# of IDs	0

[PDA Multi Chromatogram(Ch1)]
# of Points	      4689
Interval(msec)	640
Start Time(min)	0
End Time(min)	50,0053
Intensity Units	mAU
Intensity Multiplier	1
Type	MultiChrom
Wavelength(nm)	254
Bandwidth(nm)	4
R.Time (min)	Intensity
0,00000	0
0,01067	0
0,02133	0
0,03200	0
0,04267	0
0,05333	0
0,06400	0
0,07467	0
0,08533	0
0,09600	0
0,10667	-7
0,11733	-7
0,12800	-2
0,13867	-7
0,14933	-8
0,16000	-9
0,17067	-9
0,18133	-11
0,19200	-19
0,20267	-14
0,21333	-23
0,22400	-15
0,23467	-22
0,24533	-22
0,25600	-20
0,26667	-13
0,27733	-11
0,28800	-16
0,29867	-22
0,30933	-23
0,32000	-21
0,33067	-16
0,34133	-21
0,35200	-15
0,36267	-16
0,37333	-12
0,38400	-17
0,39467	-23
0,40533	-22
0,41600	-19
0,42667	-22
0,43733	-19
0,44800	-9
0,45867	-14
0,46933	-25
0,48000	-23
0,49067	-29
0,50133	-17
0,51200	-18
0,52267	-19
0,53333	-23
0,54400	-28
0,55467	-25
0,56533	-29
0,57600	-29
0,58667	-22
0,59733	-30
0,60800	-27
0,61867	-30
0,62933	-27
0,64000	-24
0,65067	-28
0,66133	-23
0,67200	-13
0,68267	-22
0,69333	-29
0,70400	-34
0,71467	-29
0,72533	-33
0,73600	-31
0,74667	-31
0,75733	-26
0,76800	-29
0,77867	-28
0,78933	-29
0,80000	-41
0,81067	-32
0,82133	-29
0,83200	-27
0,84267	-20
0,85333	-31
0,86400	-28
0,87467	-27
0,88533	-32
0,89600	-29
0,90667	-31
0,91733	-26
0,92800	-28
0,93867	-34
0,94933	-41
0,96000	-40
0,97067	-35
0,98133	-36
0,99200	-36
1,00267	-32
1,01333	-36
1,02400	-31
1,03467	-32
1,04533	-44
1,05600	-45
1,06667	-47
1,07733	-43
1,08800	-34
1,09867	-32
1,10933	-43
1,12000	-37
1,13067	-23
1,14133	-14
1,15200	-3
1,16267	3
1,17333	8
1,18400	6
1,19467	1
1,20533	1
1,21600	4
1,22667	-0
1,23733	-1
1,24800	-1
1,25867	3
1,26933	-2
1,28000	2
1,29067	42
1,30133	139
1,31200	294
1,32267	505
1,33333	719
1,34400	969
1,35467	1275
1,36533	1667
1,37600	2400
1,38667	4132
1,39733	7875
1,40800	13941
1,41867	21062
1,42933	27609
1,44000	32964
1,45067	37677
1,46133	42604
1,47200	47989
1,48267	53453
1,49333	58601
1,50400	63337
1,51467	67302
1,52533	70162
1,53600	71649
1,54667	71632
1,55733	70156
1,56800	67423
1,57867	63865
1,58933	59943
1,60000	56194
1,61067	52955
1,62133	50293
1,63200	47843
1,64267	44977
1,65333	41472
1,66400	37699
1,67467	34425
1,68533	32337
1,69600	32100
1,70667	34468
1,71733	40182
1,72800	49696
1,73867	60775
1,74933	66879
1,76000	64435
1,77067	56525
1,78133	47863
1,79200	41139
1,80267	36662
1,81333	33572
1,82400	30981
1,83467	28507
1,84533	26178
1,85600	24316
1,86667	23107
1,87733	22435
1,88800	21950
1,89867	21305
1,90933	20316
1,92000	19053
1,93067	17665
1,94133	16318
1,95200	15122
1,96267	14133
1,97333	13386
1,98400	12905
1,99467	12815
2,00533	13542
2,01600	16018
2,02667	21734
2,03733	31619
2,04800	45000
2,05867	59108
2,06933	70560
2,08000	76928
2,09067	77689
2,10133	73859
2,11200	67095
2,12267	59089
2,13333	51117
2,14400	43962
2,15467	38010
2,16533	33367
2,17600	30017
2,18667	27800
2,19733	26499
2,20800	25822
2,21867	25561
2,22933	25728
2,24000	26595
2,25067	28471
2,26133	31425
2,27200	35097
2,28267	38611
2,29333	41016
2,30400	41675
2,31467	40514
2,32533	37949
2,33600	34717
2,34667	31485
2,35733	28765
2,36800	26681
2,37867	25180
2,38933	24021
2,40000	23023
2,41067	22057
2,42133	21059
2,43200	20063
2,44267	19055
2,45333	18050
2,46400	17039
2,47467	16024
2,48533	15016
2,49600	14040
2,50667	13147
2,51733	12389
2,52800	11790
2,53867	11442
2,54933	11369
2,56000	11625
2,57067	12204
2,58133	13022
2,59200	13948
2,60267	14834
2,61333	15543
2,62400	15988
2,63467	16168
2,64533	16123
2,65600	15923
2,66667	15648
2,67733	15356
2,68800	15081
2,69867	14855
2,70933	14704
2,72000	14664
2,73067	14767
2,74133	14996
2,75200	15330
2,76267	15655
2,77333	15898
2,78400	15955
2,79467	15775
2,80533	15350
2,81600	14738
2,82667	14027
2,83733	13297
2,84800	12597
2,85867	11973
2,86933	11408
2,88000	10896
2,89067	10409
2,90133	9942
2,91200	9515
2,92267	9119
2,93333	8784
2,94400	8539
2,95467	8394
2,96533	8330
2,97600	8355
2,98667	8424
2,99733	8514
3,00800	8595
3,01867	8636
3,02933	8641
3,04000	8604
3,05067	8539
3,06133	8459
3,07200	8377
3,08267	8318
3,09333	8294
3,10400	8353
3,11467	8571
3,12533	9151
3,13600	10502
3,14667	13392
3,15733	19107
3,16800	29591
3,17867	47470
3,18933	75368
3,20000	115255
3,21067	167460
3,22133	229445
3,23200	296097
3,24267	359496
3,25333	412068
3,26400	447252
3,27467	461698
3,28533	455389
3,29600	431106
3,30667	393679
3,31733	348172
3,32800	299796
3,33867	252250
3,34933	208323
3,36000	169366
3,37067	136077
3,38133	108447
3,39200	86026
3,40267	68228
3,41333	54276
3,42400	43543
3,43467	35347
3,44533	29152
3,45600	24472
3,46667	20966
3,47733	18321
3,48800	16313
3,49867	14748
3,50933	13485
3,52000	12494
3,53067	11786
3,54133	11359
3,55200	11110
3,56267	10952
3,57333	10847
3,58400	10802
3,59467	10837
3,60533	10945
3,61600	11126
3,62667	11370
3,63733	11630
3,64800	11892
3,65867	12136
3,66933	12326
3,68000	12454
3,69067	12474
3,70133	12407
3,71200	12257
3,72267	12014
3,73333	11726
3,74400	11395
3,75467	11039
3,76533	10687
3,77600	10343
3,78667	10018
3,79733	9710
3,80800	9437
3,81867	9173
3,82933	8935
3,84000	8717
3,85067	8519
3,86133	8362
3,87200	8235
3,88267	8138
3,89333	8074
3,90400	8032
3,91467	8027
3,92533	8055
3,93600	8098
3,94667	8171
3,95733	8276
3,96800	8401
3,97867	8570
3,98933	8779
4,00000	9010
4,01067	9275
4,02133	9572
4,03200	9897
4,04267	10248
4,05333	10607
4,06400	10977
4,07467	11349
4,08533	11719
4,09600	12083
4,10667	12434
4,11733	12777
4,12800	13097
4,13867	13406
4,14933	13707
4,16000	14021
4,17067	14387
4,18133	14835
4,19200	15448
4,20267	16321
4,21333	17571
4,22400	19340
4,23467	21748
4,24533	24902
4,25600	28842
4,26667	33513
4,27733	38741
4,28800	44225
4,29867	49648
4,30933	54551
4,32000	58595
4,33067	61459
4,34133	62959
4,35200	63034
4,36267	61744
4,37333	59276
4,38400	55857
4,39467	51779
4,40533	47318
4,41600	42713
4,42667	38192
4,43733	33913
4,44800	29967
4,45867	26424
4,46933	23315
4,48000	20615
4,49067	18305
4,50133	16342
4,51200	14671
4,52267	13259
4,53333	12056
4,54400	11038
4,55467	10169
4,56533	9440
4,57600	8810
4,58667	8277
4,59733	7806
4,60800	7409
4,61867	7076
4,62933	6770
4,64000	6507
4,65067	6273
4,66133	6068
4,67200	5886
4,68267	5732
4,69333	5598
4,70400	5481
4,71467	5408
4,72533	5345
4,73600	5314
4,74667	5303
4,75733	5319
4,76800	5356
4,77867	5418
4,78933	5494
4,80000	5586
4,81067	5678
4,82133	5762
4,83200	5848
4,84267	5915
4,85333	5961
4,86400	5978
4,87467	5990
4,88533	5974
4,89600	5945
4,90667	5910
4,91733	5867
4,92800	5830
4,93867	5784
4,94933	5755
4,96000	5739
4,97067	5725
4,98133	5723
4,99200	5726
5,00267	5722
5,01333	5729
5,02400	5733
5,03467	5742
5,04533	5745
5,05600	5757
5,06667	5767
5,07733	5789
5,08800	5818
5,09867	5848
5,10933	5891
5,12000	5945
5,13067	6005
5,14133	6062
5,15200	6139
5,16267	6221
5,17333	6290
5,18400	6369
5,19467	6439
5,20533	6506
5,21600	6580
5,22667	6634
5,23733	6683
5,24800	6706
5,25867	6715
5,26933	6699
5,28000	6661
5,29067	6600
5,30133	6511
5,31200	6400
5,32267	6266
5,33333	6116
5,34400	5966
5,35467	5812
5,36533	5657
5,37600	5523
5,38667	5402
5,39733	5322
5,40800	5253
5,41867	5213
5,42933	5197
5,44000	5203
5,45067	5218
5,46133	5245
5,47200	5276
5,48267	5299
5,49333	5307
5,50400	5302
5,51467	5285
5,52533	5254
5,53600	5209
5,54667	5164
5,55733	5112
5,56800	5068
5,57867	5016
5,58933	4984
5,60000	4955
5,61067	4932
5,62133	4932
5,63200	4940
5,64267	4955
5,65333	4981
5,66400	5021
5,67467	5077
5,68533	5138
5,69600	5216
5,70667	5298
5,71733	5386
5,72800	5491
5,73867	5583
5,74933	5672
5,76000	5758
5,77067	5840
5,78133	5922
5,79200	5994
5,80267	6061
5,81333	6112
5,82400	6169
5,83467	6230
5,84533	6289
5,85600	6342
5,86667	6414
5,87733	6486
5,88800	6578
5,89867	6689
5,90933	6817
5,92000	6987
5,93067	7179
5,94133	7406
5,95200	7667
5,96267	7949
5,97333	8249
5,98400	8534
5,99467	8813
6,00533	9048
6,01600	9237
6,02667	9376
6,03733	9449
6,04800	9479
6,05867	9461
6,06933	9420
6,08000	9370
6,09067	9318
6,10133	9277
6,11200	9248
6,12267	9243
6,13333	9267
6,14400	9302
6,15467	9375
6,16533	9473
6,17600	9607
6,18667	9781
6,19733	9995
6,20800	10258
6,21867	10609
6,22933	11075
6,24000	11681
6,25067	12488
6,26133	13541
6,27200	14898
6,28267	16596
6,29333	18679
6,30400	21151
6,31467	23989
6,32533	27120
6,33600	30449
6,34667	33796
6,35733	37008
6,36800	39885
6,37867	42243
6,38933	43925
6,40000	44832
6,41067	44881
6,42133	44110
6,43200	42587
6,44267	40438
6,45333	37802
6,46400	34859
6,47467	31753
6,48533	28678
6,49600	25714
6,50667	22977
6,51733	20500
6,52800	18344
6,53867	16500
6,54933	14938
6,56000	13642
6,57067	12577
6,58133	11720
6,59200	11050
6,60267	10542
6,61333	10204
6,62400	10061
6,63467	10206
6,64533	10765
6,65600	11966
6,66667	14088
6,67733	17558
6,68800	22759
6,69867	30073
6,70933	39588
6,72000	51178
6,73067	64318
6,74133	78304
6,75200	92154
6,76267	104976
6,77333	116063
6,78400	124887
6,79467	131243
6,80533	135074
6,81600	136583
6,82667	136022
6,83733	133697
6,84800	129967
6,85867	125145
6,86933	119546
6,88000	113403
6,89067	106981
6,90133	100461
6,91200	94026
6,92267	87777
6,93333	81823
6,94400	76231
6,95467	71065
6,96533	66345
6,97600	62037
6,98667	58170
6,99733	54717
7,00800	51641
7,01867	48890
7,02933	46442
7,04000	44252
7,05067	42301
7,06133	40520
7,07200	38907
7,08267	37419
7,09333	36040
7,10400	34735
7,11467	33496
7,12533	32303
7,13600	31152
7,14667	30035
7,15733	28935
7,16800	27857
7,17867	26804
7,18933	25772
7,20000	24767
7,21067	23790
7,22133	22821
7,23200	21893
7,24267	20979
7,25333	20084
7,26400	19217
7,27467	18386
7,28533	17576
7,29600	16805
7,30667	16072
7,31733	15374
7,32800	14723
7,33867	14100
7,34933	13524
7,36000	12987
7,37067	12486
7,38133	12029
7,39200	11614
7,40267	11240
7,41333	10902
7,42400	10606
7,43467	10353
7,44533	10121
7,45600	9925
7,46667	9753
7,47733	9599
7,48800	9451
7,49867	9325
7,50933	9200
7,52000	9089
7,53067	8984
7,54133	8884
7,55200	8796
7,56267	8743
7,57333	8711
7,58400	8728
7,59467	8789
7,60533	8904
7,61600	9103
7,62667	9355
7,63733	9680
7,64800	10071
7,65867	10527
7,66933	11028
7,68000	11546
7,69067	12062
7,70133	12549
7,71200	12986
7,72267	13353
7,73333	13613
7,74400	13780
7,75467	13816
7,76533	13742
7,77600	13569
7,78667	13300
7,79733	12970
7,80800	12578
7,81867	12151
7,82933	11702
7,84000	11257
7,85067	10834
7,86133	10442
7,87200	10075
7,88267	9766
7,89333	9507
