[Header]
Application Name	LabSolutions
Version	5.73
Data File Name	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\CHA VERDE 3.lcd
Output Date	26/02/2025
Output Time	22:51:33

[File Information]
Type	Data File
Generated	26/02/2025 22:01:05
Generated by	System Administrator
Modified	26/02/2025 22:51:33
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	26/02/2025 22:01:29
Sample Type	0:Unknown
Level	0
Sample Name	CHA VERDE 3
Sample ID	CHA VERDE 3
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	17
Injection Volume	10

[Original Files]
Data File	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\CHA VERDE 3.lcd
Method File	C:\Users\Public\MÉTODOS\MÉTODOS HPLC AUTOMÁTICO\RICARDO BORGES\RMBorges\sciffee\experimental 1 - pool.lcm
Batch File	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\BATCH_RM_MIX POOL_26.02.2025.lcb
Report Format File	C:\LabSolutions\System\Default.lsr

[File Description]


[Configuration]
Instrument Name	HPLC analítico (automático)
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	1

[Peak Table(PDA-Ch1)]
# of Peaks	86
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
1,83467	26971
1,84533	24836
1,85600	23065
1,86667	21885
1,87733	21264
1,88800	20891
1,89867	20371
1,90933	19522
1,92000	18337
1,93067	16984
1,94133	15633
1,95200	14410
1,96267	13393
1,97333	12601
1,98400	12057
1,99467	11845
2,00533	12228
2,01600	13962
2,02667	18296
2,03733	26460
2,04800	38290
2,05867	51798
2,06933	63692
2,08000	71353
2,09067	73782
2,10133	71499
2,11200	65951
2,12267	58765
2,13333	51195
2,14400	44154
2,15467	38094
2,16533	33267
2,17600	29689
2,18667	27254
2,19733	25741
2,20800	24874
2,21867	24408
2,22933	24305
2,24000	24748
2,25067	26052
2,26133	28379
2,27200	31516
2,28267	34780
2,29333	37317
2,30400	38408
2,31467	37814
2,32533	35782
2,33600	32866
2,34667	29750
2,35733	26948
2,36800	24741
2,37867	23162
2,38933	22066
2,40000	21244
2,41067	20515
2,42133	19782
2,43200	19014
2,44267	18193
2,45333	17341
2,46400	16443
2,47467	15493
2,48533	14548
2,49600	13606
2,50667	12718
2,51733	11900
2,52800	11201
2,53867	10695
2,54933	10420
2,56000	10440
2,57067	10781
2,58133	11407
2,59200	12229
2,60267	13129
2,61333	13950
2,62400	14565
2,63467	14930
2,64533	15057
2,65600	14996
2,66667	14807
2,67733	14557
2,68800	14307
2,69867	14084
2,70933	13911
2,72000	13812
2,73067	13823
2,74133	13950
2,75200	14181
2,76267	14476
2,77333	14735
2,78400	14881
2,79467	14837
2,80533	14590
2,81600	14144
2,82667	13552
2,83733	12881
2,84800	12216
2,85867	11591
2,86933	11032
2,88000	10520
2,89067	10040
2,90133	9602
2,91200	9177
2,92267	8783
2,93333	8436
2,94400	8150
2,95467	7955
2,96533	7858
2,97600	7829
2,98667	7879
2,99733	7962
3,00800	8060
3,01867	8141
3,02933	8194
3,04000	8210
3,05067	8176
3,06133	8123
3,07200	8050
3,08267	7977
3,09333	7920
3,10400	7894
3,11467	7932
3,12533	8126
3,13600	8635
3,14667	9810
3,15733	12303
3,16800	17252
3,17867	26391
3,18933	41894
3,20000	66366
3,21067	101600
3,22133	148293
3,23200	204169
3,24267	265159
3,25333	324381
3,26400	374810
3,27467	410104
3,28533	426684
3,29600	424026
3,30667	404197
3,31733	371461
3,32800	330543
3,33867	286057
3,34933	241796
3,36000	200329
3,37067	163424
3,38133	131623
3,39200	105148
3,40267	83505
3,41333	66259
3,42400	52693
3,43467	42204
3,44533	34165
3,45600	28077
3,46667	23511
3,47733	20125
3,48800	17617
3,49867	15702
3,50933	14148
3,52000	12792
3,53067	11659
3,54133	10834
3,55200	10295
3,56267	9997
3,57333	9869
3,58400	9847
3,59467	9927
3,60533	10082
3,61600	10309
3,62667	10616
3,63733	10946
3,64800	11306
3,65867	11645
3,66933	11944
3,68000	12189
3,69067	12336
3,70133	12386
3,71200	12337
3,72267	12184
3,73333	11947
3,74400	11649
3,75467	11307
3,76533	10935
3,77600	10557
3,78667	10181
3,79733	9828
3,80800	9499
3,81867	9190
3,82933	8917
3,84000	8647
3,85067	8408
3,86133	8191
3,87200	8008
3,88267	7861
3,89333	7735
3,90400	7655
3,91467	7600
3,92533	7568
3,93600	7571
3,94667	7593
3,95733	7638
3,96800	7717
3,97867	7811
3,98933	7952
4,00000	8116
4,01067	8304
4,02133	8537
4,03200	8809
4,04267	9091
4,05333	9402
4,06400	9739
4,07467	10079
4,08533	10425
4,09600	10778
4,10667	11138
4,11733	11484
4,12800	11819
4,13867	12144
4,14933	12457
4,16000	12758
4,17067	13061
4,18133	13372
4,19200	13728
4,20267	14173
4,21333	14788
4,22400	15671
4,23467	16916
4,24533	18667
4,25600	21037
4,26667	24121
4,27733	27927
4,28800	32414
4,29867	37393
4,30933	42620
4,32000	47717
4,33067	52340
4,34133	56127
4,35200	58792
4,36267	60155
4,37333	60178
4,38400	58939
4,39467	56580
4,40533	53345
4,41600	49491
4,42667	45258
4,43733	40911
4,44800	36614
4,45867	32549
4,46933	28797
4,48000	25433
4,49067	22455
4,50133	19866
4,51200	17634
4,52267	15740
4,53333	14134
4,54400	12771
4,55467	11613
4,56533	10646
4,57600	9820
4,58667	9112
4,59733	8517
4,60800	8012
4,61867	7579
4,62933	7197
4,64000	6882
4,65067	6596
4,66133	6345
4,67200	6120
4,68267	5928
4,69333	5756
4,70400	5605
4,71467	5474
4,72533	5364
4,73600	5279
4,74667	5219
4,75733	5175
4,76800	5161
4,77867	5167
4,78933	5197
4,80000	5242
4,81067	5305
4,82133	5384
4,83200	5456
4,84267	5538
4,85333	5602
4,86400	5651
4,87467	5690
4,88533	5708
4,89600	5704
4,90667	5689
4,91733	5659
4,92800	5628
4,93867	5588
4,94933	5550
4,96000	5521
4,97067	5505
4,98133	5494
4,99200	5488
5,00267	5492
5,01333	5498
5,02400	5499
5,03467	5514
5,04533	5519
5,05600	5535
5,06667	5541
5,07733	5548
5,08800	5557
5,09867	5564
5,10933	5573
5,12000	5592
5,13067	5597
5,14133	5613
5,15200	5624
5,16267	5640
5,17333	5643
5,18400	5644
5,19467	5636
5,20533	5621
5,21600	5599
5,22667	5576
5,23733	5551
5,24800	5529
5,25867	5503
5,26933	5475
5,28000	5446
5,29067	5403
5,30133	5371
5,31200	5311
5,32267	5253
5,33333	5189
5,34400	5128
5,35467	5050
5,36533	4977
5,37600	4914
5,38667	4848
5,39733	4789
5,40800	4750
5,41867	4734
5,42933	4727
5,44000	4727
5,45067	4756
5,46133	4785
5,47200	4824
5,48267	4876
5,49333	4913
5,50400	4947
5,51467	4972
5,52533	4979
5,53600	4963
5,54667	4936
5,55733	4902
5,56800	4863
5,57867	4818
5,58933	4764
5,60000	4726
5,61067	4694
5,62133	4680
5,63200	4661
5,64267	4647
5,65333	4659
5,66400	4676
5,67467	4697
5,68533	4730
5,69600	4773
5,70667	4830
5,71733	4903
5,72800	4977
5,73867	5059
5,74933	5156
5,76000	5259
5,77067	5349
5,78133	5447
5,79200	5524
5,80267	5606
5,81333	5676
5,82400	5738
5,83467	5792
5,84533	5855
5,85600	5907
5,86667	5962
5,87733	6015
5,88800	6079
5,89867	6156
5,90933	6240
5,92000	6337
5,93067	6452
5,94133	6599
5,95200	6780
5,96267	6975
5,97333	7194
5,98400	7438
5,99467	7689
6,00533	7947
6,01600	8182
6,02667	8389
6,03733	8564
6,04800	8688
6,05867	8766
6,06933	8805
6,08000	8800
6,09067	8781
6,10133	8747
6,11200	8709
6,12267	8684
6,13333	8668
6,14400	8675
6,15467	8698
6,16533	8751
6,17600	8836
6,18667	8937
6,19733	9060
6,20800	9218
6,21867	9403
6,22933	9641
6,24000	9943
6,25067	10321
6,26133	10829
6,27200	11483
6,28267	12336
6,29333	13432
6,30400	14827
6,31467	16547
6,32533	18625
6,33600	21036
6,34667	23763
6,35733	26735
6,36800	29824
6,37867	32881
6,38933	35743
6,40000	38249
6,41067	40207
6,42133	41500
6,43200	42056
6,44267	41838
6,45333	40871
6,46400	39244
6,47467	37097
6,48533	34533
6,49600	31745
6,50667	28863
6,51733	26040
6,52800	23359
6,53867	20910
6,54933	18713
6,56000	16797
6,57067	15180
6,58133	13814
6,59200	12691
6,60267	11775
6,61333	11049
6,62400	10474
6,63467	10051
6,64533	9818
6,65600	9782
6,66667	10048
6,67733	10792
6,68800	12261
6,69867	14812
6,70933	18838
6,72000	24771
6,73067	32898
6,74133	43286
6,75200	55608
6,76267	69357
6,77333	83585
6,78400	97460
6,79467	110014
6,80533	120652
6,81600	128909
6,82667	134642
6,83733	137900
6,84800	138894
6,85867	137870
6,86933	135191
6,88000	131178
6,89067	126135
6,90133	120389
6,91200	114141
6,92267	107638
6,93333	101074
6,94400	94567
6,95467	88266
6,96533	82264
6,97600	76650
6,98667	71423
6,99733	66642
7,00800	62321
7,01867	58444
7,02933	54986
7,04000	51930
7,05067	49229
7,06133	46859
7,07200	44760
7,08267	42907
7,09333	41259
7,10400	39756
7,11467	38391
7,12533	37105
7,13600	35898
7,14667	34745
7,15733	33606
7,16800	32500
7,17867	31408
7,18933	30325
7,20000	29253
7,21067	28186
7,22133	27134
7,23200	26086
7,24267	25059
7,25333	24048
7,26400	23058
7,27467	22091
7,28533	21136
7,29600	20220
7,30667	19312
7,31733	18453
7,32800	17624
7,33867	16815
7,34933	16056
7,36000	15327
7,37067	14649
7,38133	14002
7,39200	13388
7,40267	12823
7,41333	12301
7,42400	11821
7,43467	11374
7,44533	10983
7,45600	10633
7,46667	10318
7,47733	10047
7,48800	9808
7,49867	9593
7,50933	9412
7,52000	9252
7,53067	9104
7,54133	8978
7,55200	8866
7,56267	8764
7,57333	8667
7,58400	8581
7,59467	8515
7,60533	8487
7,61600	8493
7,62667	8536
7,63733	8632
7,64800	8782
7,65867	8999
7,66933	9286
7,68000	9630
7,69067	10036
7,70133	10491
7,71200	10985
7,72267	11489
7,73333	11968
7,74400	12429
7,75467	12821
7,76533	13129
7,77600	13335
7,78667	13436
7,79733	13430
7,80800	13319
7,81867	13114
7,82933	12826
7,84000	12478
7,85067	12092
7,86133	11676
7,87200	11258
7,88267	10846
7,89333	10460
7,90400	10104
7,91467	9786
7,92533	9514
7,93600	9284
7,94667	9112
7,95733	9002
7,96800	8957
7,97867	9001
7,98933	9159
8,00000	9452
8,01067	9921
8,02133	10606
8,03200	11571
8,04267	12819
8,05333	14404
8,06400	16310
8,07467	18530
8,08533	21003
8,09600	23642
8,10667	26282
8,11733	28827
8,12800	31138
8,13867	33075
8,14933	34536
8,16000	35441
8,17067	35773
8,18133	35534
8,19200	34791
8,20267	33606
8,21333	32095
8,22400	30362
8,23467	28519
8,24533	26648
8,25600	24838
8,26667	23171
8,27733	21701
8,28800	20477
8,29867	19518
8,30933	18843
8,32000	18449
8,33067	18350
8,34133	18514
8,35200	18933
8,36267	19618
8,37333	20651
8,38400	22198
8,39467	24700
8,40533	28852
8,41600	35847
8,42667	47153
8,43733	64476
8,44800	88809
8,45867	120163
8,46933	156589
8,48000	195007
8,49067	231353
8,50133	262137
8,51200	285051
8,52267	299218
8,53333	305031
8,54400	303566
8,55467	296220
8,56533	284440
8,57600	269355
8,58667	252066
8,59733	233327
8,60800	213856
8,61867	194113
8,62933	174598
8,64000	155584
8,65067	137488
8,66133	120487
8,67200	104831
8,68267	90614
8,69333	77959
8,70400	66894
8,71467	57387
8,72533	49366
8,73600	42712
8,74667	37322
8,75733	33007
8,76800	29667
8,77867	27145
8,78933	25328
8,80000	24106
8,81067	23409
8,82133	23148
8,83200	23279
8,84267	23734
8,85333	24470
8,86400	25400
8,87467	26465
8,88533	27579
8,89600	28655
8,90667	29621
8,91733	30394
8,92800	30926
8,93867	31179
8,94933	31140
8,96000	30809
8,97067	30207
8,98133	29357
8,99200	28328
9,00267	27164
9,01333	25908
9,02400	24610
9,03467	23319
9,04533	22048
9,05600	20844
9,06667	19709
9,07733	18664
9,08800	17708
9,09867	16817
9,10933	16023
9,12000	15291
9,13067	14630
9,14133	14036
9,15200	13505
9,16267	13035
9,17333	12614
9,18400	12243
9,19467	11922
9,20533	11657
9,21600	11416
9,22667	11215
9,23733	11029
9,24800	10881
9,25867	10761
9,26933	10643
9,28000	10543
9,29067	10464
9,30133	10380
9,31200	10321
9,32267	10289
9,33333	10307
9,34400	10396
9,35467	10623
9,36533	11054
9,37600	11794
9,38667	12991
9,39733	14853
9,40800	17590
9,41867	21489
9,42933	26755
9,44000	33664
9,45067	42285
9,46133	52658
9,47200	64478
9,48267	77375
9,49333	90602
9,50400	103404
9,51467	114803
9,52533	123954
9,53600	130104
9,54667	132765
9,55733	131800
9,56800	127375
9,57867	119985
9,58933	110336
9,60000	99201
9,61067	87454
9,62133	75768
9,63200	64795
9,64267	54874
9,65333	46276
9,66400	39058
9,67467	33202
9,68533	28556
9,69600	24970
9,70667	22250
9,71733	20235
9,72800	18774
9,73867	17727
9,74933	16987
9,76000	16467
9,77067	16102
9,78133	15849
9,79200	15667
9,80267	15540
9,81333	15452
9,82400	15390
9,83467	15356
9,84533	15365
9,85600	15401
9,86667	15512
9,87733	15701
9,88800	15992
9,89867	16417
9,90933	17006
9,92000	17759
9,93067	18735
9,94133	19936
9,95200	21320
9,96267	22878
9,97333	24514
9,98400	26162
9,99467	27701
10,00533	29030
10,01600	30044
10,02667	30659
10,03733	30849
10,04800	30579
10,05867	29888
10,06933	28839
10,08000	27506
10,09067	25989
10,10133	24385
10,11200	22780
10,12267	21250
10,13333	19834
10,14400	18593
10,15467	17533
10,16533	16683
10,17600	16054
10,18667	15642
10,19733	15449
10,20800	15475
10,21867	15698
10,22933	16127
10,24000	16714
10,25067	17429
10,26133	18210
10,27200	19010
10,28267	19769
10,29333	20408
10,30400	20907
10,31467	21199
10,32533	21275
10,33600	21147
10,34667	20804
10,35733	20306
10,36800	19678
10,37867	18983
10,38933	18252
10,40000	17531
10,41067	16852
10,42133	16245
10,43200	15708
10,44267	15261
10,45333	14883
10,46400	14568
10,47467	14317
10,48533	14116
10,49600	13938
10,50667	13797
10,51733	13679
10,52800	13569
10,53867	13465
10,54933	13356
10,56000	13255
10,57067	13146
10,58133	13046
10,59200	12960
10,60267	12884
10,61333	12818
10,62400	12780
10,63467	12755
10,64533	12745
10,65600	12752
10,66667	12769
10,67733	12776
10,68800	12770
10,69867	12748
10,70933	12698
10,72000	12652
10,73067	12572
10,74133	12493
10,75200	12407
10,76267	12328
10,77333	12262
10,78400	12221
10,79467	12211
10,80533	12229
10,81600	12283
10,82667	12357
10,83733	12452
10,84800	12556
10,85867	12675
10,86933	12803
10,88000	12930
10,89067	13052
10,90133	13180
10,91200	13325
10,92267	13495
10,93333	13726
10,94400	14055
10,95467	14531
10,96533	15251
10,97600	16310
10,98667	17869
10,99733	20120
11,00800	23267
11,01867	27529
11,02933	33156
11,04000	40232
11,05067	48862
11,06133	58909
11,07200	70187
11,08267	82164
11,09333	94336
11,10400	105929
11,11467	116306
11,12533	124783
11,13600	130879
11,14667	134232
11,15733	134774
11,16800	132583
11,17867	127959
11,18933	121305
11,20000	113161
11,21067	103989
11,22133	94310
11,23200	84525
11,24267	75058
11,25333	66112
11,26400	57914
11,27467	50522
11,28533	44015
11,29600	38365
11,30667	33539
11,31733	29454
11,32800	26050
11,33867	23233
11,34933	20922
11,36000	19035
11,37067	17500
11,38133	16252
11,39200	15245
11,40267	14441
11,41333	13814
11,42400	13328
11,43467	12981
11,44533	12752
11,45600	12628
11,46667	12615
11,47733	12682
11,48800	12841
11,49867	13084
11,50933	13402
11,52000	13802
11,53067	14265
11,54133	14797
11,55200	15411
11,56267	16086
11,57333	16838
11,58400	17635
11,59467	18480
11,60533	19348
11,61600	20210
11,62667	21015
11,63733	21718
11,64800	22303
11,65867	22709
11,66933	22911
11,68000	22913
11,69067	22706
11,70133	22325
11,71200	21804
11,72267	21192
11,73333	20535
11,74400	19879
11,75467	19264
11,76533	18710
11,77600	18216
11,78667	17782
11,79733	17408
11,80800	17079
11,81867	16785
11,82933	16532
11,84000	16324
11,85067	16193
11,86133	16174
11,87200	16312
11,88267	16679
11,89333	17415
11,90400	18776
11,91467	21334
11,92533	26048
11,93600	34732
11,94667	50235
11,95733	77114
11,96800	121014
11,97867	189021
11,98933	286650
12,00000	417396
12,01067	577271
12,02133	756770
12,03200	939932
12,04267	1111660
12,05333	1257687
12,06400	1369864
12,07467	1445547
12,08533	1486034
12,09600	1495499
12,10667	1478595
12,11733	1439954
12,12800	1384242
12,13867	1315193
12,14933	1236427
12,16000	1150362
12,17067	1060216
12,18133	967490
12,19200	874660
12,20267	783080
12,21333	694818
12,22400	610573
12,23467	531709
12,24533	458966
12,25600	392916
12,26667	333951
12,27733	281798
12,28800	236498
12,29867	197525
12,30933	164538
12,32000	136728
12,33067	113581
12,34133	94429
12,35200	78772
12,36267	65988
12,37333	55622
12,38400	47237
12,39467	40513
12,40533	35135
12,41600	30858
12,42667	27488
12,43733	24855
12,44800	22825
12,45867	21280
12,46933	20131
12,48000	19283
12,49067	18672
12,50133	18221
12,51200	17887
12,52267	17626
12,53333	17404
12,54400	17194
12,55467	16984
12,56533	16773
12,57600	16588
12,58667	16449
12,59733	16404
12,60800	16533
12,61867	16912
12,62933	17689
12,64000	19035
12,65067	21089
12,66133	24049
12,67200	28027
12,68267	33111
12,69333	39194
12,70400	46094
12,71467	53427
12,72533	60742
12,73600	67493
12,74667	73178
12,75733	77394
12,76800	79916
12,77867	80662
12,78933	79667
12,80000	77122
12,81067	73314
12,82133	68530
12,83200	63111
12,84267	57325
12,85333	51489
12,86400	45778
12,87467	40418
12,88533	35509
12,89600	31144
12,90667	27367
12,91733	24183
12,92800	21614
12,93867	19890
12,94933	19965
12,96000	25012
12,97067	42447
12,98133	84397
12,99200	162209
13,00267	278436
13,01333	419713
13,02400	564983
13,03467	692972
13,04533	792659
13,05600	861386
13,06667	903210
13,07733	924065
13,08800	929818
13,09867	925144
13,10933	913314
13,12000	896596
13,13067	876328
13,14133	853532
13,15200	828906
13,16267	802860
13,17333	775962
13,18400	748371
13,19467	720444
13,20533	692254
13,21600	664150
13,22667	636070
13,23733	608281
13,24800	580719
13,25867	553727
13,26933	527016
13,28000	500896
13,29067	475382
13,30133	450626
13,31200	426618
13,32267	403425
13,33333	381067
13,34400	359510
13,35467	338899
13,36533	319130
13,37600	300300
13,38667	282328
13,39733	265304
13,40800	249137
13,41867	233869
13,42933	219400
13,44000	205798
13,45067	192974
13,46133	180953
13,47200	169621
13,48267	159014
13,49333	149063
13,50400	139740
13,51467	131046
13,52533	122895
13,53600	115324
13,54667	108263
13,55733	101710
13,56800	95626
13,57867	89990
13,58933	84786
13,60000	80007
13,61067	75589
13,62133	71536
13,63200	67792
13,64267	64364
13,65333	61221
13,66400	58362
13,67467	55767
13,68533	53474
13,69600	51483
13,70667	49834
13,71733	48556
13,72800	47698
13,73867	47307
13,74933	47410
13,76000	47985
13,77067	49013
13,78133	50414
13,79200	52053
13,80267	53765
13,81333	55385
13,82400	56709
13,83467	57582
13,84533	57835
13,85600	57413
13,86667	56272
13,87733	54466
13,88800	52081
13,89867	49245
13,90933	46119
13,92000	42877
13,93067	39647
13,94133	36575
13,95200	33751
13,96267	31243
13,97333	29073
13,98400	27274
13,99467	25805
14,00533	24677
14,01600	23829
14,02667	23227
14,03733	22812
14,04800	22568
14,05867	22440
14,06933	22383
14,08000	22350
14,09067	22298
14,10133	22222
14,11200	22083
14,12267	21876
14,13333	21588
14,14400	21238
14,15467	20844
14,16533	20407
14,17600	19948
14,18667	19501
14,19733	19081
14,20800	18719
14,21867	18430
14,22933	18243
14,24000	18188
14,25067	18289
14,26133	18560
14,27200	19047
14,28267	19752
14,29333	20673
14,30400	21786
14,31467	23055
14,32533	24423
14,33600	25789
14,34667	27080
14,35733	28192
14,36800	29043
14,37867	29568
14,38933	29725
14,40000	29529
14,41067	29006
14,42133	28206
14,43200	27206
14,44267	26104
14,45333	24966
14,46400	23882
14,47467	22899
14,48533	22050
14,49600	21353
14,50667	20808
14,51733	20420
14,52800	20142
14,53867	19971
14,54933	19860
14,56000	19796
14,57067	19744
14,58133	19683
14,59200	19593
14,60267	19463
14,61333	19272
14,62400	19031
14,63467	18736
14,64533	18386
14,65600	17997
14,66667	17578
14,67733	17149
14,68800	16733
14,69867	16331
14,70933	15967
14,72000	15643
14,73067	15367
14,74133	15154
14,75200	15001
14,76267	14911
14,77333	14870
14,78400	14878
14,79467	14916
14,80533	14996
14,81600	15095
14,82667	15196
14,83733	15331
14,84800	15460
14,85867	15578
14,86933	15711
14,88000	15852
14,89067	15978
14,90133	16123
14,91200	16265
14,92267	16412
14,93333	16568
14,94400	16749
14,95467	16963
14,96533	17222
14,97600	17578
14,98667	18083
14,99733	18803
15,00800	19798
15,01867	21144
15,02933	22900
15,04000	25131
15,05067	27822
15,06133	30957
15,07200	34435
15,08267	38117
15,09333	41792
15,10400	45230
15,11467	48184
15,12533	50436
15,13600	51810
15,14667	52209
15,15733	51601
15,16800	50075
15,17867	47769
15,18933	44887
15,20000	41615
15,21067	38190
15,22133	34789
15,23200	31575
15,24267	28667
15,25333	26111
15,26400	23938
15,27467	22142
15,28533	20719
15,29600	19626
15,30667	18834
15,31733	18318
15,32800	18042
15,33867	17979
15,34933	18086
15,36000	18349
15,37067	18720
15,38133	19155
15,39200	19617
15,40267	20037
15,41333	20387
15,42400	20628
15,43467	20731
15,44533	20678
15,45600	20473
15,46667	20150
15,47733	19725
15,48800	19242
15,49867	18743
15,50933	18260
15,52000	17833
15,53067	17466
15,54133	17190
15,55200	16986
15,56267	16838
15,57333	16733
15,58400	16646
15,59467	16551
15,60533	16442
15,61600	16297
15,62667	16100
15,63733	15875
15,64800	15604
15,65867	15298
15,66933	14975
15,68000	14656
15,69067	14341
15,70133	14046
15,71200	13777
15,72267	13547
15,73333	13347
15,74400	13183
15,75467	13060
15,76533	12976
15,77600	12925
15,78667	12906
15,79733	12920
15,80800	12952
15,81867	13006
15,82933	13087
15,84000	13194
15,85067	13353
15,86133	13622
15,87200	14073
15,88267	14828
15,89333	16098
15,90400	18253
15,91467	21761
15,92533	27317
15,93600	35751
15,94667	48162
15,95733	65529
15,96800	88898
15,97867	118643
15,98933	154698
16,00000	196069
16,01067	240776
16,02133	286258
16,03200	329141
16,04267	366543
16,05333	395664
16,06400	414824
16,07467	423139
16,08533	420745
16,09600	408671
16,10667	388390
16,11733	361900
16,12800	331025
16,13867	297850
16,14933	263938
16,16000	230828
16,17067	199578
16,18133	170940
16,19200	145376
16,20267	122987
16,21333	103870
16,22400	87738
16,23467	74355
16,24533	63279
16,25600	54247
16,26667	46862
16,27733	40836
16,28800	35912
16,29867	31884
16,30933	28584
16,32000	25871
16,33067	23640
16,34133	21793
16,35200	20278
16,36267	19036
16,37333	18009
16,38400	17161
16,39467	16466
16,40533	15896
16,41600	15428
16,42667	15041
16,43733	14733
16,44800	14492
16,45867	14288
16,46933	14137
16,48000	14000
16,49067	13894
16,50133	13796
16,51200	13704
16,52267	13611
16,53333	13515
16,54400	13409
16,55467	13281
16,56533	13167
16,57600	13057
16,58667	12948
16,59733	12866
16,60800	12801
16,61867	12762
16,62933	12745
16,64000	12773
16,65067	12814
16,66133	12887
16,67200	12994
16,68267	13107
16,69333	13208
16,70400	13317
16,71467	13410
16,72533	13480
16,73600	13527
16,74667	13528
16,75733	13498
16,76800	13452
16,77867	13382
16,78933	13323
16,80000	13289
16,81067	13307
16,82133	13408
16,83200	13655
16,84267	14084
16,85333	14758
16,86400	15737
16,87467	17092
16,88533	18878
16,89600	21108
16,90667	23805
16,91733	26890
16,92800	30302
16,93867	33870
16,94933	37423
16,96000	40741
16,97067	43628
16,98133	45885
16,99200	47370
17,00267	48010
17,01333	47775
17,02400	46727
17,03467	44964
17,04533	42637
17,05600	39933
17,06667	37009
17,07733	34040
17,08800	31129
17,09867	28408
17,10933	25920
17,12000	23713
17,13067	21785
17,14133	20142
17,15200	18771
17,16267	17637
17,17333	16711
17,18400	15990
17,19467	15446
17,20533	15061
17,21600	14836
17,22667	14765
17,23733	14854
17,24800	15084
17,25867	15463
17,26933	16000
17,28000	16676
17,29067	17494
17,30133	18433
17,31200	19470
17,32267	20597
17,33333	21748
17,34400	22891
17,35467	23981
17,36533	24955
17,37600	25791
17,38667	26413
17,39733	26793
17,40800	26927
17,41867	26812
17,42933	26455
17,44000	25895
17,45067	25188
17,46133	24387
17,47200	23535
17,48267	22702
17,49333	21916
17,50400	21203
17,51467	20594
17,52533	20080
17,53600	19660
17,54667	19342
17,55733	19080
17,56800	18866
17,57867	18680
17,58933	18505
17,60000	18339
17,61067	18148
17,62133	17928
17,63200	17676
17,64267	17388
17,65333	17070
17,66400	16723
17,67467	16357
17,68533	15986
17,69600	15605
17,70667	15237
17,71733	14888
17,72800	14565
17,73867	14292
17,74933	14083
17,76000	13954
17,77067	13912
17,78133	13984
17,79200	14201
17,80267	14562
17,81333	15076
17,82400	15748
17,83467	16575
17,84533	17516
17,85600	18537
17,86667	19587
17,87733	20610
17,88800	21541
17,89867	22324
17,90933	22903
17,92000	23251
17,93067	23353
17,94133	23215
17,95200	22876
17,96267	22343
17,97333	21679
17,98400	20921
17,99467	20123
18,00533	19323
18,01600	18564
18,02667	17871
18,03733	17249
18,04800	16709
18,05867	16268
18,06933	15916
18,08000	15640
18,09067	15442
18,10133	15281
18,11200	15161
18,12267	15064
18,13333	14983
18,14400	14929
18,15467	14865
18,16533	14821
18,17600	14801
18,18667	14813
18,19733	14858
18,20800	14943
18,21867	15060
18,22933	15227
18,24000	15415
18,25067	15620
18,26133	15821
18,27200	16016
18,28267	16181
18,29333	16319
18,30400	16413
18,31467	16465
18,32533	16466
18,33600	16412
18,34667	16318
18,35733	16195
18,36800	16040
18,37867	15871
18,38933	15685
18,40000	15482
18,41067	15293
18,42133	15103
18,43200	14928
18,44267	14780
18,45333	14669
18,46400	14602
18,47467	14597
18,48533	14675
18,49600	14813
18,50667	15060
18,51733	15430
18,52800	15935
18,53867	16614
18,54933	17503
18,56000	18636
18,57067	20039
18,58133	21754
18,59200	23809
18,60267	26219
18,61333	28969
18,62400	32070
18,63467	35451
18,64533	39129
18,65600	43034
18,66667	47180
18,67733	51602
18,68800	56358
18,69867	61550
18,70933	67250
18,72000	73599
18,73067	80595
18,74133	88252
18,75200	96406
18,76267	104829
18,77333	113155
18,78400	121002
18,79467	127826
18,80533	133205
18,81600	136733
18,82667	138131
18,83733	137250
18,84800	134098
18,85867	128846
18,86933	121814
18,88000	113358
18,89067	103975
18,90133	94056
18,91200	84080
18,92267	74368
18,93333	65276
18,94400	56962
18,95467	49572
18,96533	43129
18,97600	37664
18,98667	33112
18,99733	29398
19,00800	26437
19,01867	24142
