[Header]
Application Name	LabSolutions
Version	5.73
Data File Name	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\CHIMARRAO 2.lcd
Output Date	27/02/2025
Output Time	03:54:27

[File Information]
Type	Data File
Generated	27/02/2025 03:03:59
Generated by	System Administrator
Modified	27/02/2025 03:54:26
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	27/02/2025 03:04:23
Sample Type	0:Unknown
Level	0
Sample Name	CHIMARRAO 2
Sample ID	CHIMARRAO 2
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	23
Injection Volume	10

[Original Files]
Data File	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\CHIMARRAO 2.lcd
Method File	C:\Users\Public\MÉTODOS\MÉTODOS HPLC AUTOMÁTICO\RICARDO BORGES\RMBorges\sciffee\experimental 1 - pool.lcm
Batch File	C:\Users\Public\DADOS\Ricardo borges\RMBorges\26.02.25\BATCH_RM_MIX POOL_26.02.2025.lcb
Report Format File	C:\LabSolutions\System\Default.lsr

[File Description]


[Configuration]
Instrument Name	HPLC analítico (automático)
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	1

[Peak Table(PDA-Ch1)]
# of Peaks	89
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
4,76800	3900
4,77867	3945
4,78933	3994
4,80000	4033
4,81067	4052
4,82133	4062
4,83200	4051
4,84267	4040
4,85333	4021
4,86400	3996
4,87467	3973
4,88533	3958
4,89600	3954
4,90667	3962
4,91733	3989
4,92800	4027
4,93867	4076
4,94933	4131
4,96000	4183
4,97067	4237
4,98133	4291
4,99200	4327
5,00267	4359
5,01333	4371
5,02400	4368
5,03467	4363
5,04533	4341
5,05600	4295
5,06667	4234
5,07733	4176
5,08800	4094
5,09867	4012
5,10933	3918
5,12000	3814
5,13067	3705
5,14133	3600
5,15200	3490
5,16267	3391
5,17333	3293
5,18400	3196
5,19467	3113
5,20533	3040
5,21600	2968
5,22667	2913
5,23733	2866
5,24800	2842
5,25867	2839
5,26933	2844
5,28000	2887
5,29067	2956
5,30133	3060
5,31200	3212
5,32267	3411
5,33333	3678
5,34400	4003
5,35467	4410
5,36533	4899
5,37600	5479
5,38667	6164
5,39733	6956
5,40800	7833
5,41867	8798
5,42933	9820
5,44000	10864
5,45067	11878
5,46133	12826
5,47200	13634
5,48267	14253
5,49333	14638
5,50400	14767
5,51467	14642
5,52533	14269
5,53600	13678
5,54667	12906
5,55733	12037
5,56800	11095
5,57867	10156
5,58933	9230
5,60000	8373
5,61067	7598
5,62133	6937
5,63200	6360
5,64267	5866
5,65333	5469
5,66400	5141
5,67467	4878
5,68533	4664
5,69600	4500
5,70667	4364
5,71733	4246
5,72800	4132
5,73867	4031
5,74933	3909
5,76000	3788
5,77067	3682
5,78133	3564
5,79200	3434
5,80267	3324
5,81333	3214
5,82400	3120
5,83467	3031
5,84533	2957
5,85600	2910
5,86667	2882
5,87733	2880
5,88800	2900
5,89867	2941
5,90933	3008
5,92000	3102
5,93067	3228
5,94133	3381
5,95200	3565
5,96267	3764
5,97333	3980
5,98400	4188
5,99467	4399
6,00533	4587
6,01600	4743
6,02667	4867
6,03733	4946
6,04800	4981
6,05867	4980
6,06933	4959
6,08000	4911
6,09067	4860
6,10133	4812
6,11200	4778
6,12267	4784
6,13333	4862
6,14400	5043
6,15467	5414
6,16533	6074
6,17600	7212
6,18667	9117
6,19733	12262
6,20800	17297
6,21867	25301
6,22933	37595
6,24000	55980
6,25067	82643
6,26133	119939
6,27200	170326
6,28267	235160
6,29333	315352
6,30400	409200
6,31467	513880
6,32533	622927
6,33600	729855
6,34667	826872
6,35733	908052
6,36800	968350
6,37867	1005330
6,38933	1018337
6,40000	1008524
6,41067	978560
6,42133	931792
6,43200	871866
6,44267	802667
6,45333	727331
6,46400	649562
6,47467	571810
6,48533	496792
6,49600	425887
6,50667	360812
6,51733	302133
6,52800	250477
6,53867	205582
6,54933	167341
6,56000	135186
6,57067	108654
6,58133	86967
6,59200	69497
6,60267	55550
6,61333	44535
6,62400	35937
6,63467	29284
6,64533	24230
6,65600	20519
6,66667	18006
6,67733	16644
6,68800	16456
6,69867	17553
6,70933	20053
6,72000	24059
6,73067	29516
6,74133	36257
6,75200	43864
6,76267	51890
6,77333	59723
6,78400	66857
6,79467	72836
6,80533	77382
6,81600	80366
6,82667	81788
6,83733	81796
6,84800	80580
6,85867	78346
6,86933	75379
6,88000	71882
6,89067	68086
6,90133	64158
6,91200	60279
6,92267	56571
6,93333	53161
6,94400	50087
6,95467	47391
6,96533	45074
6,97600	43103
6,98667	41418
6,99733	39952
7,00800	38593
7,01867	37272
7,02933	35921
7,04000	34459
7,05067	32872
7,06133	31147
7,07200	29288
7,08267	27336
7,09333	25357
7,10400	23395
7,11467	21514
7,12533	19755
7,13600	18161
7,14667	16777
7,15733	15611
7,16800	14684
7,17867	13990
7,18933	13530
7,20000	13310
7,21067	13312
7,22133	13512
7,23200	13905
7,24267	14441
7,25333	15079
7,26400	15795
7,27467	16508
7,28533	17174
7,29600	17720
7,30667	18122
7,31733	18324
7,32800	18316
7,33867	18066
7,34933	17623
7,36000	16997
7,37067	16234
7,38133	15373
7,39200	14455
7,40267	13519
7,41333	12606
7,42400	11751
7,43467	10957
7,44533	10225
7,45600	9578
7,46667	8992
7,47733	8485
7,48800	8040
7,49867	7652
7,50933	7332
7,52000	7059
7,53067	6820
7,54133	6653
7,55200	6516
7,56267	6433
7,57333	6380
7,58400	6365
7,59467	6378
7,60533	6398
7,61600	6422
7,62667	6444
7,63733	6461
7,64800	6474
7,65867	6477
7,66933	6478
7,68000	6465
7,69067	6455
7,70133	6459
7,71200	6459
7,72267	6468
7,73333	6484
7,74400	6504
7,75467	6531
7,76533	6556
7,77600	6575
7,78667	6579
7,79733	6574
7,80800	6540
7,81867	6496
7,82933	6448
7,84000	6385
7,85067	6312
7,86133	6234
7,87200	6163
7,88267	6111
7,89333	6068
7,90400	6051
7,91467	6063
7,92533	6105
7,93600	6169
7,94667	6259
7,95733	6366
7,96800	6471
7,97867	6582
7,98933	6683
8,00000	6753
8,01067	6789
8,02133	6803
8,03200	6780
8,04267	6721
8,05333	6653
8,06400	6572
8,07467	6507
8,08533	6473
8,09600	6484
8,10667	6576
8,11733	6750
8,12800	7017
8,13867	7353
8,14933	7770
8,16000	8226
8,17067	8681
8,18133	9117
8,19200	9507
8,20267	9801
8,21333	9965
8,22400	10040
8,23467	10002
8,24533	9886
8,25600	9711
8,26667	9502
8,27733	9322
8,28800	9182
8,29867	9109
8,30933	9120
8,32000	9224
8,33067	9419
8,34133	9702
8,35200	10031
8,36267	10391
8,37333	10738
8,38400	11051
8,39467	11297
8,40533	11463
8,41600	11519
8,42667	11461
8,43733	11299
8,44800	11062
8,45867	10756
8,46933	10414
8,48000	10062
8,49067	9729
8,50133	9448
8,51200	9237
8,52267	9120
8,53333	9130
8,54400	9310
8,55467	9689
8,56533	10315
8,57600	11239
8,58667	12509
8,59733	14147
8,60800	16153
8,61867	18503
8,62933	21160
8,64000	23991
8,65067	26863
8,66133	29602
8,67200	32042
8,68267	33989
8,69333	35312
8,70400	35916
8,71467	35763
8,72533	34872
8,73600	33351
8,74667	31330
8,75733	28946
8,76800	26385
8,77867	23790
8,78933	21283
8,80000	18982
8,81067	16922
8,82133	15157
8,83200	13669
8,84267	12459
8,85333	11493
8,86400	10739
8,87467	10163
8,88533	9740
8,89600	9437
8,90667	9227
8,91733	9096
8,92800	9018
8,93867	8979
8,94933	8975
8,96000	8978
8,97067	8987
8,98133	8979
8,99200	8944
9,00267	8880
9,01333	8793
9,02400	8676
9,03467	8523
9,04533	8340
9,05600	8155
9,06667	7957
9,07733	7738
9,08800	7521
9,09867	7308
9,10933	7107
9,12000	6914
9,13067	6727
9,14133	6558
9,15200	6396
9,16267	6249
9,17333	6122
9,18400	6021
9,19467	5947
9,20533	5894
9,21600	5873
9,22667	5870
9,23733	5901
9,24800	5959
9,25867	6033
9,26933	6139
9,28000	6248
9,29067	6363
9,30133	6480
9,31200	6606
9,32267	6720
9,33333	6822
9,34400	6916
9,35467	6998
9,36533	7081
9,37600	7154
9,38667	7224
9,39733	7307
9,40800	7412
9,41867	7538
9,42933	7670
9,44000	7843
9,45067	8044
9,46133	8267
9,47200	8500
9,48267	8729
9,49333	8954
9,50400	9162
9,51467	9344
9,52533	9485
9,53600	9576
9,54667	9648
9,55733	9694
9,56800	9749
9,57867	9841
9,58933	9997
9,60000	10256
9,61067	10640
9,62133	11178
9,63200	11867
9,64267	12710
9,65333	13700
9,66400	14790
9,67467	15930
9,68533	17038
9,69600	18061
9,70667	18913
9,71733	19554
9,72800	19917
9,73867	19999
9,74933	19792
9,76000	19316
9,77067	18631
9,78133	17795
9,79200	16873
9,80267	15914
9,81333	14992
9,82400	14121
9,83467	13338
9,84533	12663
9,85600	12088
9,86667	11589
9,87733	11156
9,88800	10778
9,89867	10451
9,90933	10155
9,92000	9887
9,93067	9653
9,94133	9457
9,95200	9327
9,96267	9260
9,97333	9286
9,98400	9421
9,99467	9697
10,00533	10136
10,01600	10762
10,02667	11569
10,03733	12604
10,04800	13874
10,05867	15378
10,06933	17124
10,08000	19086
10,09067	21224
10,10133	23506
10,11200	25834
10,12267	28119
10,13333	30250
10,14400	32111
10,15467	33588
10,16533	34589
10,17600	35068
10,18667	35009
10,19733	34448
10,20800	33476
10,21867	32175
10,22933	30698
10,24000	29144
10,25067	27633
10,26133	26211
10,27200	24948
10,28267	23827
10,29333	22841
10,30400	21962
10,31467	21191
10,32533	20516
10,33600	19937
10,34667	19509
10,35733	19275
10,36800	19309
10,37867	19684
10,38933	20426
10,40000	21566
10,41067	23077
10,42133	24903
10,43200	26917
10,44267	28985
10,45333	30925
10,46400	32573
10,47467	33776
10,48533	34413
10,49600	34417
10,50667	33768
10,51733	32517
10,52800	30780
10,53867	28642
10,54933	26281
10,56000	23825
10,57067	21425
10,58133	19152
10,59200	17104
10,60267	15311
10,61333	13792
10,62400	12538
10,63467	11535
10,64533	10745
10,65600	10142
10,66667	9686
10,67733	9351
10,68800	9126
10,69867	8986
10,70933	8899
10,72000	8864
10,73067	8865
10,74133	8894
10,75200	8952
10,76267	9017
10,77333	9089
10,78400	9161
10,79467	9243
10,80533	9319
10,81600	9374
10,82667	9414
10,83733	9424
10,84800	9413
10,85867	9392
10,86933	9388
10,88000	9453
10,89067	9666
10,90133	10194
10,91200	11217
10,92267	13135
10,93333	16455
10,94400	21928
10,95467	30488
10,96533	43428
10,97600	62060
10,98667	87956
10,99733	122252
11,00800	166098
11,01867	219646
11,02933	282837
11,04000	354147
11,05067	431716
11,06133	512772
11,07200	593960
11,08267	671896
11,09333	742509
11,10400	802549
11,11467	848662
11,12533	878735
11,13600	891320
11,14667	886168
11,15733	864281
11,16800	827440
11,17867	778495
11,18933	720198
11,20000	656012
11,21067	588709
11,22133	521181
11,23200	455698
11,24267	393900
11,25333	337085
11,26400	285691
11,27467	240295
11,28533	200697
11,29600	166766
11,30667	137910
11,31733	113773
11,32800	93709
11,33867	77239
11,34933	63756
11,36000	52809
11,37067	43952
11,38133	36839
11,39200	31124
11,40267	26550
11,41333	22892
11,42400	19984
11,43467	17672
11,44533	15827
11,45600	14367
11,46667	13204
11,47733	12277
11,48800	11536
11,49867	10932
11,50933	10445
11,52000	10053
11,53067	9740
11,54133	9483
11,55200	9271
11,56267	9116
11,57333	8985
11,58400	8904
11,59467	8845
11,60533	8808
11,61600	8797
11,62667	8814
11,63733	8848
11,64800	8900
11,65867	8975
11,66933	9072
11,68000	9194
11,69067	9354
11,70133	9542
11,71200	9763
11,72267	10003
11,73333	10258
11,74400	10531
11,75467	10806
11,76533	11055
11,77600	11275
11,78667	11450
11,79733	11568
11,80800	11633
11,81867	11649
11,82933	11611
11,84000	11536
11,85067	11444
11,86133	11341
11,87200	11223
11,88267	11101
11,89333	10992
11,90400	10870
11,91467	10748
11,92533	10600
11,93600	10428
11,94667	10229
11,95733	10020
11,96800	9777
11,97867	9532
11,98933	9293
12,00000	9073
12,01067	8892
12,02133	8770
12,03200	8741
12,04267	8816
12,05333	9029
12,06400	9394
12,07467	9954
12,08533	10716
12,09600	11695
12,10667	12901
12,11733	14315
12,12800	15907
12,13867	17621
12,14933	19397
12,16000	21110
12,17067	22685
12,18133	23999
12,19200	24996
12,20267	25591
12,21333	25739
12,22400	25444
12,23467	24737
12,24533	23691
12,25600	22380
12,26667	20874
12,27733	19292
12,28800	17708
12,29867	16187
12,30933	14805
12,32000	13582
12,33067	12540
12,34133	11687
12,35200	11018
12,36267	10509
12,37333	10142
12,38400	9879
12,39467	9720
12,40533	9633
12,41600	9609
12,42667	9619
12,43733	9652
12,44800	9694
12,45867	9753
12,46933	9814
12,48000	9878
12,49067	9948
12,50133	10023
12,51200	10114
12,52267	10209
12,53333	10297
12,54400	10378
12,55467	10462
12,56533	10525
12,57600	10559
12,58667	10575
12,59733	10574
12,60800	10548
12,61867	10515
12,62933	10501
12,64000	10492
12,65067	10518
12,66133	10590
12,67200	10706
12,68267	10876
12,69333	11104
12,70400	11391
12,71467	11720
12,72533	12074
12,73600	12447
12,74667	12800
12,75733	13111
12,76800	13348
12,77867	13499
12,78933	13540
12,80000	13464
12,81067	13277
12,82133	12995
12,83200	12640
12,84267	12238
12,85333	11806
12,86400	11401
12,87467	11034
12,88533	10727
12,89600	10500
12,90667	10352
12,91733	10280
12,92800	10294
12,93867	10378
12,94933	10526
12,96000	10730
12,97067	10959
12,98133	11213
12,99200	11456
13,00267	11699
13,01333	11904
13,02400	12097
13,03467	12346
13,04533	12870
13,05600	14393
13,06667	18682
13,07733	29337
13,08800	51250
13,09867	88666
13,10933	141105
13,12000	203415
13,13067	266783
13,14133	323619
13,15200	368788
13,16267	400897
13,17333	420864
13,18400	430826
13,19467	433099
13,20533	429653
13,21600	422024
13,22667	411413
13,23733	398549
13,24800	384159
13,25867	368610
13,26933	352386
13,28000	335710
13,29067	318962
13,30133	302263
13,31200	285907
13,32267	269941
13,33333	254565
13,34400	239774
13,35467	225673
13,36533	212272
13,37600	199553
13,38667	187558
13,39733	176236
13,40800	165610
13,41867	155615
13,42933	146286
13,44000	137549
13,45067	129404
13,46133	121782
13,47200	114676
13,48267	108033
13,49333	101849
13,50400	96057
13,51467	90652
13,52533	85583
13,53600	80853
13,54667	76429
13,55733	72281
13,56800	68414
13,57867	64783
13,58933	61400
13,60000	58230
13,61067	55271
13,62133	52489
13,63200	49894
13,64267	47458
13,65333	45184
13,66400	43027
13,67467	41007
13,68533	39100
13,69600	37322
13,70667	35615
13,71733	34013
13,72800	32500
13,73867	31075
13,74933	29740
13,76000	28490
13,77067	27336
13,78133	26251
13,79200	25274
13,80267	24377
13,81333	23574
13,82400	22843
13,83467	22185
13,84533	21573
13,85600	21037
13,86667	20535
13,87733	20080
13,88800	19666
13,89867	19282
13,90933	18918
13,92000	18580
13,93067	18258
13,94133	17955
13,95200	17651
13,96267	17363
13,97333	17074
13,98400	16797
13,99467	16519
14,00533	16251
14,01600	16007
14,02667	15779
14,03733	15578
14,04800	15403
14,05867	15273
14,06933	15190
14,08000	15177
14,09067	15229
14,10133	15378
14,11200	15626
14,12267	15987
14,13333	16455
14,14400	17053
14,15467	17767
14,16533	18581
14,17600	19474
14,18667	20409
14,19733	21348
14,20800	22234
14,21867	23036
14,22933	23693
14,24000	24169
14,25067	24453
14,26133	24500
14,27200	24339
14,28267	23978
14,29333	23454
14,30400	22773
14,31467	22018
14,32533	21195
14,33600	20355
14,34667	19541
14,35733	18768
14,36800	18056
14,37867	17414
14,38933	16840
14,40000	16341
14,41067	15933
14,42133	15596
14,43200	15334
14,44267	15150
14,45333	15041
14,46400	15025
14,47467	15059
14,48533	15163
14,49600	15324
14,50667	15540
14,51733	15766
14,52800	16024
14,53867	16275
14,54933	16515
14,56000	16729
14,57067	16937
14,58133	17114
14,59200	17271
14,60267	17416
14,61333	17548
14,62400	17669
14,63467	17790
14,64533	17905
14,65600	18030
14,66667	18146
14,67733	18267
14,68800	18375
14,69867	18465
14,70933	18525
14,72000	18550
14,73067	18533
14,74133	18466
14,75200	18350
14,76267	18190
14,77333	17989
14,78400	17759
14,79467	17510
14,80533	17250
14,81600	16994
14,82667	16751
14,83733	16541
14,84800	16354
14,85867	16224
14,86933	16160
14,88000	16157
14,89067	16239
14,90133	16404
14,91200	16688
14,92267	17067
14,93333	17573
14,94400	18177
14,95467	18907
14,96533	19691
14,97600	20523
14,98667	21352
14,99733	22131
15,00800	22815
15,01867	23314
15,02933	23633
15,04000	23722
15,05067	23568
15,06133	23209
15,07200	22666
15,08267	21990
15,09333	21220
15,10400	20423
15,11467	19636
15,12533	18905
15,13600	18258
15,14667	17726
15,15733	17294
15,16800	16956
15,17867	16728
15,18933	16584
15,20000	16501
15,21067	16459
15,22133	16447
15,23200	16464
15,24267	16487
15,25333	16533
15,26400	16582
15,27467	16655
15,28533	16749
15,29600	16872
15,30667	17016
15,31733	17173
15,32800	17336
15,33867	17478
15,34933	17608
15,36000	17704
15,37067	17753
15,38133	17759
15,39200	17727
15,40267	17666
15,41333	17577
15,42400	17493
15,43467	17421
15,44533	17367
15,45600	17352
15,46667	17393
15,47733	17478
15,48800	17612
15,49867	17806
15,50933	18049
15,52000	18348
15,53067	18693
15,54133	19083
15,55200	19522
15,56267	19987
15,57333	20492
15,58400	21019
15,59467	21563
15,60533	22095
15,61600	22588
15,62667	23013
15,63733	23330
15,64800	23526
15,65867	23575
15,66933	23487
15,68000	23248
15,69067	22870
15,70133	22373
15,71200	21809
15,72267	21203
15,73333	20568
15,74400	19957
15,75467	19367
15,76533	18812
15,77600	18304
15,78667	17858
15,79733	17464
15,80800	17139
15,81867	16904
15,82933	16752
15,84000	16690
15,85067	16727
15,86133	16845
15,87200	17058
15,88267	17346
15,89333	17690
15,90400	18064
15,91467	18431
15,92533	18775
15,93600	19067
15,94667	19287
15,95733	19409
15,96800	19450
15,97867	19393
15,98933	19250
16,00000	19041
16,01067	18795
16,02133	18523
16,03200	18272
16,04267	18048
16,05333	17873
16,06400	17753
16,07467	17693
16,08533	17701
16,09600	17776
16,10667	17917
16,11733	18106
16,12800	18345
16,13867	18635
16,14933	18942
16,16000	19267
16,17067	19577
16,18133	19889
16,19200	20170
16,20267	20410
16,21333	20615
16,22400	20757
16,23467	20852
16,24533	20887
16,25600	20872
16,26667	20816
16,27733	20703
16,28800	20560
16,29867	20364
16,30933	20122
16,32000	19843
16,33067	19527
16,34133	19199
16,35200	18844
16,36267	18491
16,37333	18158
16,38400	17854
16,39467	17595
16,40533	17396
16,41600	17269
16,42667	17200
16,43733	17197
16,44800	17261
16,45867	17355
16,46933	17465
16,48000	17600
16,49067	17717
16,50133	17813
16,51200	17900
16,52267	17945
16,53333	17982
16,54400	17985
16,55467	17967
16,56533	17941
16,57600	17919
16,58667	17892
16,59733	17887
16,60800	17868
16,61867	17854
16,62933	17851
16,64000	17845
16,65067	17826
16,66133	17806
16,67200	17783
16,68267	17761
16,69333	17754
16,70400	17738
16,71467	17747
16,72533	17785
16,73600	17837
16,74667	17932
16,75733	18053
16,76800	18198
16,77867	18371
16,78933	18544
16,80000	18717
16,81067	18854
16,82133	18977
16,83200	19048
16,84267	19072
16,85333	19062
16,86400	18998
16,87467	18895
16,88533	18784
16,89600	18662
16,90667	18555
16,91733	18467
16,92800	18424
16,93867	18421
16,94933	18469
16,96000	18560
16,97067	18689
16,98133	18848
16,99200	19000
17,00267	19130
17,01333	19235
17,02400	19289
17,03467	19282
17,04533	19217
17,05600	19085
17,06667	18901
17,07733	18677
17,08800	18417
17,09867	18131
17,10933	17841
17,12000	17545
17,13067	17257
17,14133	16991
17,15200	16741
17,16267	16529
17,17333	16342
17,18400	16188
17,19467	16075
17,20533	15990
17,21600	15947
17,22667	15934
17,23733	15960
17,24800	16021
17,25867	16092
17,26933	16183
17,28000	16274
17,29067	16367
17,30133	16452
17,31200	16529
17,32267	16592
17,33333	16620
17,34400	16646
17,35467	16661
17,36533	16674
17,37600	16696
17,38667	16752
17,39733	16825
17,40800	16949
17,41867	17113
17,42933	17339
17,44000	17601
17,45067	17918
17,46133	18281
17,47200	18673
17,48267	19087
17,49333	19525
17,50400	19968
17,51467	20408
17,52533	20849
17,53600	21284
17,54667	21726
17,55733	22200
17,56800	22714
17,57867	23264
17,58933	23870
17,60000	24511
17,61067	25207
17,62133	25900
17,63200	26563
17,64267	27147
17,65333	27620
17,66400	27935
17,67467	28079
17,68533	28037
17,69600	27821
17,70667	27438
17,71733	26948
17,72800	26377
17,73867	25759
17,74933	25130
17,76000	24529
17,77067	23966
17,78133	23452
17,79200	23002
17,80267	22619
17,81333	22312
17,82400	22071
17,83467	21897
17,84533	21784
17,85600	21726
17,86667	21704
17,87733	21707
17,88800	21709
17,89867	21703
17,90933	21671
17,92000	21581
17,93067	21443
17,94133	21258
17,95200	21024
17,96267	20754
17,97333	20473
17,98400	20173
17,99467	19895
18,00533	19659
18,01600	19456
18,02667	19306
18,03733	19206
18,04800	19153
18,05867	19143
18,06933	19169
18,08000	19214
18,09067	19286
18,10133	19342
18,11200	19381
18,12267	19417
18,13333	19428
18,14400	19413
18,15467	19368
18,16533	19312
18,17600	19239
18,18667	19151
18,19733	19043
18,20800	18939
18,21867	18823
18,22933	18722
18,24000	18615
18,25067	18527
18,26133	18457
18,27200	18409
18,28267	18385
18,29333	18400
18,30400	18448
18,31467	18525
18,32533	18629
18,33600	18763
18,34667	18926
18,35733	19112
18,36800	19312
18,37867	19529
18,38933	19773
18,40000	20028
18,41067	20310
18,42133	20614
18,43200	20933
18,44267	21241
18,45333	21539
18,46400	21802
18,47467	22010
18,48533	22134
18,49600	22167
18,50667	22107
18,51733	21947
18,52800	21703
18,53867	21390
18,54933	21032
18,56000	20651
18,57067	20279
18,58133	19929
18,59200	19631
18,60267	19383
18,61333	19198
18,62400	19079
18,63467	19015
18,64533	19007
18,65600	19019
18,66667	19066
18,67733	19136
18,68800	19201
18,69867	19264
18,70933	19310
18,72000	19347
18,73067	19376
18,74133	19385
18,75200	19376
18,76267	19355
18,77333	19316
18,78400	19265
18,79467	19208
18,80533	19145
18,81600	19077
18,82667	19025
18,83733	18991
18,84800	18981
18,85867	19000
18,86933	19046
18,88000	19134
18,89067	19244
18,90133	19391
18,91200	19565
18,92267	19742
18,93333	19942
18,94400	20138
18,95467	20363
18,96533	20586
18,97600	20808
18,98667	21044
18,99733	21285
19,00800	21516
19,01867	21742
19,02933	21964
19,04000	22158
19,05067	22347
19,06133	22501
19,07200	22628
19,08267	22722
19,09333	22779
19,10400	22810
19,11467	22819
19,12533	22813
19,13600	22810
19,14667	22828
19,15733	22859
19,16800	22925
19,17867	23039
19,18933	23196
19,20000	23409
19,21067	23678
19,22133	23979
19,23200	24302
19,24267	24639
19,25333	24938
19,26400	25185
19,27467	25367
19,28533	25445
19,29600	25408
19,30667	25267
19,31733	25013
19,32800	24672
19,33867	24244
19,34933	23774
19,36000	23283
19,37067	22806
19,38133	22366
19,39200	21988
19,40267	21683
19,41333	21457
19,42400	21333
19,43467	21330
19,44533	21491
19,45600	21871
19,46667	22586
19,47733	23806
19,48800	25737
19,49867	28701
19,50933	33029
19,52000	39166
19,53067	47459
19,54133	58311
19,55200	71854
19,56267	88111
19,57333	106642
19,58400	126879
19,59467	147703
19,60533	167919
19,61600	186101
19,62667	200911
19,63733	211273
19,64800	216417
19,65867	216054
19,66933	210438
19,68000	200136
19,69067	186170
19,70133	169601
19,71200	151701
19,72267	133480
19,73333	115923
19,74400	99629
19,75467	85105
19,76533	72484
19,77600	61844
19,78667	53044
19,79733	45893
19,80800	40193
19,81867	35696
19,82933	32190
19,84000	29513
19,85067	27535
19,86133	26151
19,87200	25290
19,88267	24879
19,89333	24882
19,90400	25263
19,91467	25973
19,92533	26969
19,93600	28163
19,94667	29480
19,95733	30821
19,96800	32073
19,97867	33142
19,98933	33935
20,00000	34390
20,01067	34460
20,02133	34150
20,03200	33493
20,04267	32538
20,05333	31371
20,06400	30074
20,07467	28747
20,08533	27454
20,09600	26282
20,10667	25305
20,11733	24586
20,12800	24221
20,13867	24328
20,14933	25108
20,16000	26879
20,17067	30111
20,18133	35548
20,19200	44136
20,20267	57293
20,21333	76583
20,22400	104089
20,23467	141630
20,24533	191284
20,25600	253891
20,26667	329901
20,27733	417524
20,28800	514006
20,29867	613837
20,30933	711071
20,32000	798868
20,33067	871149
20,34133	923063
20,35200	951472
20,36267	955438
20,37333	935788
20,38400	895015
20,39467	837177
20,40533	766386
20,41600	687790
20,42667	605587
20,43733	524241
20,44800	446699
20,45867	375640
20,46933	312148
20,48000	257094
20,49067	210361
20,50133	171503
20,51200	139695
20,52267	113971
20,53333	93477
20,54400	77242
20,55467	64539
20,56533	54610
20,57600	46930
20,58667	41015
20,59733	36511
20,60800	33092
20,61867	30554
20,62933	28692
20,64000	27372
20,65067	26449
20,66133	25837
20,67200	25461
20,68267	25245
20,69333	25154
20,70400	25133
20,71467	25165
20,72533	25221
20,73600	25262
20,74667	25278
20,75733	25262
20,76800	25192
20,77867	25075
20,78933	24899
20,80000	24677
20,81067	24429
20,82133	24158
20,83200	23891
20,84267	23646
20,85333	23425
20,86400	23253
20,87467	23138
20,88533	23061
20,89600	23034
20,90667	23035
20,91733	23061
20,92800	23129
20,93867	23224
20,94933	23348
20,96000	23510
20,97067	23731
20,98133	24002
20,99200	24344
21,00267	24761
21,01333	25265
21,02400	25836
21,03467	26476
21,04533	27139
21,05600	27803
21,06667	28449
21,07733	29000
21,08800	29442
21,09867	29724
21,10933	29828
21,12000	29729
21,13067	29436
21,14133	28970
21,15200	28357
21,16267	27650
21,17333	26880
21,18400	26117
21,19467	25393
21,20533	24780
21,21600	24284
21,22667	23927
21,23733	23709
21,24800	23646
21,25867	23729
21,26933	23939
21,28000	24258
21,29067	24693
21,30133	25255
21,31200	25933
21,32267	26746
21,33333	27747
21,34400	28934
21,35467	30371
21,36533	32129
21,37600	34307
21,38667	37062
21,39733	40606
21,40800	45208
21,41867	51206
21,42933	59064
21,44000	69172
21,45067	82003
21,46133	97819
21,47200	116919
21,48267	139162
21,49333	164328
21,50400	191571
21,51467	220041
21,52533	248336
21,53600	275115
21,54667	298766
21,55733	317971
21,56800	331568
21,57867	338807
21,58933	339352
21,60000	333280
21,61067	321150
21,62133	303907
21,63200	282585
21,64267	258556
21,65333	232915
21,66400	206962
21,67467	181552
21,68533	157625
21,69600	135646
21,70667	116041
21,71733	98873
21,72800	84200
21,73867	71860
21,74933	61651
21,76000	53315
21,77067	46584
21,78133	41216
21,79200	36960
21,80267	33619
21,81333	31024
21,82400	29023
21,83467	27487
21,84533	26337
21,85600	25481
21,86667	24861
21,87733	24441
21,88800	24154
21,89867	23973
21,90933	23874
21,92000	23825
21,93067	23823
21,94133	23836
21,95200	23868
